id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
612,Lexis,Eykelbosch,leykelboschgz@mysql.com,Male,1,23,Texas,K-12 Classroom Teacher,STEM Education,Private University (Nonselective),3.73,1,1,Bachelor's Degree,Education,46,83,42018,High school or below,6460,0,0
613,Gael,Mineghelli,gmineghellih0@edublogs.org,Male,29,61,California,K-12 Classroom Teacher,Leadership & School Improvement,R1 Research University,3.74,29,9,Bachelor's Degree,Education,96,83,67139,Master's degree,15878,1,1
614,Ethelind,Ruddick,eruddickh1@loc.gov,Male,4,28,California,After-school / Enrichment Educator,Edtech & Digital Learning,Community College / 2-Year College,2.61,4,2,Associate Degree,STEM,16,0,31558,Some college,7082,0,0
615,Mala,McVicker,mmcvickerh2@liveinternet.ru,Female,19,44,North Carolina,After-school / Enrichment Educator,STEM Education,Private University (Nonselective),3.38,19,2,Doctoral Degree,Social Sciences,59,66,35731,Some college,4556,0,2
616,Lynde,Ridsdale,lridsdaleh3@biglobe.ne.jp,Nonbinary,9,33,Illinois,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,Regional Public University,3.69,9,0,Bachelor's Degree,STEM,36,77,26127,Bachelor's degree,8930,0,0
617,Fred,Fawcitt,ffawcitth4@goodreads.com,Female,6,28,Florida,K-12 Classroom Teacher,Leadership & School Improvement,R2 Research University,3.26,6,1,Bachelor's Degree,Arts & Humanities,72,66,48384,Doctoral degree,7144,0,0
618,Audrey,MacGillespie,amacgillespieh5@baidu.com,Female,2,22,Florida,Career Switcher (Non-Education Background),Arts & Music Education,R2 Research University,3.44,2,0,Bachelor's Degree,Business,63,57,31445,Some college,4008,0,0
619,Jordana,Couling,jcoulingh6@list-manage.com,Female,1,25,North Carolina,Career Switcher (Non-Education Background),Arts & Music Education,R2 Research University,3.27,1,1,Bachelor's Degree,Education,65,73,38971,Some college,8981,0,1
620,Mallory,Mountstephen,mmountstephenh7@state.gov,Female,2,25,Texas,Instructional Coach,Literacy & Language Learning,R1 Research University,3.42,2,2,Master's Degree,Education,94,61,62539,Master's degree,19773,0,1
621,Ella,Heasman,eheasmanh8@japanpost.jp,Male,13,51,Pennsylvania,K-12 Classroom Teacher,STEM Education,Community College / 2-Year College,3.36,13,1,Bachelor's Degree,Arts & Humanities,37,65,41261,Bachelor's degree,10406,0,2
622,Dina,Du Plantier,dduplantierh9@feedburner.com,Female,2,23,California,Instructional Coach,Literacy & Language Learning,Regional Public University,2.97,2,2,Master's Degree,Social Sciences,61,54,89388,Some college,20700,0,1
623,Shelba,Iacobucci,siacobucciha@tamu.edu,Male,2,22,Texas,College Student (Non-Education Major),AI in Education,R2 Research University,3.31,2,0,Bachelor's Degree,Social Sciences,81,60,15745,High school or below,1603,0,0
624,Christyna,D'Antuoni,cdantuonihb@yandex.ru,Male,35,62,Florida,Career Switcher (Non-Education Background),STEM Education,Community College / 2-Year College,3.69,35,0,Bachelor's Degree,Social Sciences,97,80,42021,Bachelor's degree,4465,0,1
625,Zsazsa,Biggans,zbigganshc@nsw.gov.au,Female,6,27,Texas,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Regional Public University,3.08,6,1,Bachelor's Degree,STEM,40,51,56827,High school or below,17670,0,1
626,Vergil,Greason,vgreasonhd@dot.gov,Female,0,25,New York,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Community College / 2-Year College,3.59,0,0,Bachelor's Degree,Social Sciences,51,79,33857,High school or below,9205,0,1
627,Tabby,Carrack,tcarrackhe@upenn.edu,Female,6,26,Texas,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R1 Research University,3.59,6,1,Bachelor's Degree,Social Sciences,87,79,62070,Master's degree,10833,0,1
628,Diann,Dinkin,ddinkinhf@jimdo.com,Male,8,34,Arizona,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),International Institution,3.69,8,1,Master's Degree,Social Sciences,47,86,10346,Bachelor's degree,3310,0,1
629,Orren,Timms,otimmshg@multiply.com,Male,13,39,Texas,College Student (Non-Education Major),AI in Education,R2 Research University,3.45,13,0,Bachelor's Degree,Business,80,54,30019,High school or below,9903,0,1
630,Ebeneser,Joire,ejoirehh@guardian.co.uk,Female,5,30,California,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.55,5,5,Bachelor's Degree,Social Sciences,65,82,64179,Master's degree,6918,0,0
631,Willis,Gilyott,wgilyotthi@arizona.edu,Female,5,27,Indiana,K-12 Classroom Teacher,Inclusive & Special Education,R1 Research University,3.94,5,1,Bachelor's Degree,Social Sciences,29,71,69329,High school or below,7566,0,1
632,Bobbee,Loughran,bloughranhj@bbb.org,Male,25,65,Texas,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Community College / 2-Year College,3.31,25,12,Associate Degree,Arts & Humanities,69,50,45249,High school or below,12497,0,2
633,Netti,Mattei,nmatteihk@mapy.cz,Female,14,55,Texas,Education Nonprofit Staff,Literacy & Language Learning,International Institution,2.86,14,1,Master's Degree,Arts & Humanities,31,35,40289,Doctoral degree,10574,0,2
634,Jerome,Camilletti,jcamillettihl@privacy.gov.au,Female,19,54,California,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Private University (Nonselective),3.35,19,17,Bachelor's Degree,Education,84,54,63835,Some college,19912,0,2
635,Wendie,Womersley,wwomersleyhm@dagondesign.com,Female,22,59,New York,Career Switcher (Non-Education Background),STEM Education,R1 Research University,3.41,22,1,Bachelor's Degree,STEM,98,68,20006,Some college,6541,0,2
636,Yolane,Donovan,ydonovanhn@digg.com,Male,11,45,Maryland,Career Switcher (Non-Education Background),Edtech & Digital Learning,R2 Research University,3.11,11,1,Master's Degree,STEM,64,45,34714,High school or below,8966,0,1
637,Jarred,Head,jheadho@live.com,Male,18,50,Tennessee,College Student (Non-Education Major),Literacy & Language Learning,Liberal Arts College,4.0,18,0,Bachelor's Degree,Education,69,95,21799,Doctoral degree,6973,0,2
638,Flora,Lingfoot,flingfoothp@cloudflare.com,Female,7,30,Ohio,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.65,7,5,Bachelor's Degree,Education,9,75,46421,Bachelor's degree,16028,0,0
639,Krista,Matthessen,kmatthessenhq@ftc.gov,Male,9,35,North Carolina,K-12 Classroom Teacher,STEM Education,Regional Public University,3.26,9,8,Master's Degree,Social Sciences,36,54,57417,High school or below,19842,0,0
640,Edgar,McCreagh,emccreaghhr@sogou.com,Male,14,55,North Carolina,After-school / Enrichment Educator,STEM Education,Community College / 2-Year College,2.9,14,4,Associate Degree,Education,20,28,39057,Some college,11446,0,2
641,Alta,Cotesford,acotesfordhs@phpbb.com,Female,0,25,Ohio,After-school / Enrichment Educator,Edtech & Digital Learning,Community College / 2-Year College,3.56,0,0,Bachelor's Degree,Arts & Humanities,13,78,31884,Bachelor's degree,5357,0,1
642,Virgina,Barg,vbarght@blogs.com,Female,1,22,Texas,K-12 Classroom Teacher,Inclusive & Special Education,R1 Research University,3.49,1,1,Master's Degree,Social Sciences,99,59,73026,Master's degree,20855,0,0
643,Emilee,Sidlow,esidlowhu@ustream.tv,Male,18,41,Georgia,After-school / Enrichment Educator,Social-Emotional Learning (SEL),Regional Public University,3.7,18,4,Master's Degree,Education,29,80,29545,Some college,4471,0,1
644,Ilyse,Effnert,ieffnerthv@flickr.com,Female,7,28,Kentucky,K-12 Classroom Teacher,Social-Emotional Learning (SEL),International Institution,2.72,7,1,Bachelor's Degree,Education,46,33,62443,Master's degree,7533,1,1
645,Lamar,Shambroke,lshambrokehw@businesswire.com,Male,14,49,California,Teaching Assistant / Paraprofessional,Literacy & Language Learning,Community College / 2-Year College,3.06,14,0,Bachelor's Degree,Health / Nursing,35,44,39554,Bachelor's degree,13457,0,2
646,Emalia,Lutz,elutzhx@ted.com,Female,3,26,Illinois,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,3.58,3,3,Bachelor's Degree,Business,72,85,35650,Some college,12455,0,1
647,Herby,Lutzmann,hlutzmannhy@google.de,Female,1,27,Florida,Instructional Coach,Social-Emotional Learning (SEL),R1 Research University,3.43,1,1,Bachelor's Degree,Education,76,57,67843,Master's degree,21203,0,0
648,Alberta,Croneen,acroneenhz@freewebs.com,Female,1,23,Oregon,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.59,1,1,Bachelor's Degree,STEM,74,91,74725,Doctoral degree,24373,1,0
649,Tracey,Agent,tagenti0@so-net.ne.jp,Female,2,24,North Carolina,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.24,2,1,Bachelor's Degree,STEM,44,61,74609,High school or below,15037,0,0
650,Wernher,Le Fevre,wlefevrei1@360.cn,Female,7,27,Virginia,Preservice Teacher / Education Student,AI in Education,Community College / 2-Year College,3.45,7,1,Master's Degree,Social Sciences,87,57,20161,Bachelor's degree,2237,0,1
651,Tiebout,Cristoforetti,tcristoforettii2@paginegialle.it,Male,15,36,Washington,Instructional Coach,Inclusive & Special Education,Regional Public University,3.22,15,5,Other / International Equivalency,Education,28,63,91501,High school or below,30384,0,1
652,Elizabet,Sacks,esacksi3@pcworld.com,Female,2,23,California,Instructional Coach,Social-Emotional Learning (SEL),R1 Research University,3.59,2,2,Bachelor's Degree,Social Sciences,82,87,84121,Doctoral degree,32077,0,0
653,Carlina,McQuillin,cmcquillini4@engadget.com,Male,6,30,Illinois,K-12 Classroom Teacher,Arts & Music Education,Liberal Arts College,3.83,6,5,Master's Degree,Social Sciences,89,99,48494,Master's degree,10446,0,0
654,Lyman,Boughen,lbougheni5@nih.gov,Female,6,29,Missouri,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,International Institution,3.02,6,0,Bachelor's Degree,Education,82,50,25826,High school or below,8284,0,0
655,Clayton,Rewan,crewani6@php.net,Female,2,26,Texas,School or District Leader,AI in Education,International Institution,3.62,2,2,Bachelor's Degree,STEM,45,72,70997,Bachelor's degree,15111,0,0
656,Tallou,Dashper,tdashperi7@about.me,Male,16,47,Missouri,College Student (Non-Education Major),Edtech & Digital Learning,Liberal Arts College,3.57,16,0,Bachelor's Degree,Other,65,83,21128,Bachelor's degree,6288,0,1
657,Dallon,Commucci,dcommuccii8@ucsd.edu,Female,2,22,Florida,K-12 Classroom Teacher,AI in Education,Private University (Nonselective),3.39,2,2,Bachelor's Degree,STEM,66,55,56140,Master's degree,9571,0,0
658,Roderich,Reap,rreapi9@hubpages.com,Female,4,26,Pennsylvania,K-12 Classroom Teacher,Edtech & Digital Learning,R2 Research University,3.16,4,2,Bachelor's Degree,STEM,85,37,55237,Some college,18684,1,0
659,Aldis,Hearty,aheartyia@phoca.cz,Nonbinary,5,37,Louisiana,Preservice Teacher / Education Student,Literacy & Language Learning,International Institution,3.17,5,1,Master's Degree,Education,36,51,16984,Master's degree,4306,0,1
660,Angelika,Slevin,aslevinib@bing.com,Male,4,28,Maryland,K-12 Classroom Teacher,Leadership & School Improvement,R1 Research University,3.48,4,4,Bachelor's Degree,Education,72,68,59873,Bachelor's degree,7082,0,1
661,Rachele,Costellow,rcostellowic@engadget.com,Female,7,35,California,Career Switcher (Non-Education Background),Arts & Music Education,Private University (Nonselective),2.78,7,1,Bachelor's Degree,Business,34,29,43367,Some college,9955,0,1
662,Kath,De Domenico,kdedomenicoid@liveinternet.ru,Female,2,24,Tennessee,Career Switcher (Non-Education Background),Leadership & School Improvement,Regional Public University,3.42,2,1,Master's Degree,Arts & Humanities,59,58,36122,Some college,5815,1,0
663,Hattie,Furzer,hfurzerie@eventbrite.com,Male,3,28,New York,K-12 Classroom Teacher,AI in Education,Regional Public University,3.37,3,1,Bachelor's Degree,Social Sciences,82,61,86285,Bachelor's degree,26505,0,1
664,Laure,Baugham,lbaughamif@rakuten.co.jp,Male,2,29,California,Teaching Assistant / Paraprofessional,AI in Education,Regional Public University,3.29,2,2,Bachelor's Degree,STEM,52,60,42788,Some college,4943,0,1
665,Gypsy,Tomowicz,gtomowiczig@taobao.com,Female,9,40,Michigan,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Community College / 2-Year College,3.07,9,1,Bachelor's Degree,Social Sciences,44,38,40345,Doctoral degree,10613,0,2
666,Kathy,Abson,kabsonih@clickbank.net,Male,4,27,Ohio,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.92,4,4,Bachelor's Degree,Social Sciences,57,97,44124,High school or below,14399,0,1
667,Almire,Duddell,aduddellii@hubpages.com,Male,3,29,Texas,Higher Education Instructor,STEM Education,International Institution,3.14,3,3,Other / International Equivalency,Social Sciences,71,47,73153,Some college,9145,0,1
668,Cherice,Gadd,cgaddij@wix.com,Male,2,27,Indiana,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Liberal Arts College,3.68,2,2,Bachelor's Degree,Education,81,91,50317,Master's degree,9454,1,0
669,Gerik,Bolzen,gbolzenik@cdbaby.com,Male,1,30,Pennsylvania,Other,Literacy & Language Learning,R1 Research University,3.48,1,0,Bachelor's Degree,Health / Nursing,94,55,60505,Some college,6735,0,0
670,Kirsti,Ferenczy,kferenczyil@washingtonpost.com,Male,1,22,Indiana,College Student (Non-Education Major),Edtech & Digital Learning,R2 Research University,3.46,1,0,Master's Degree,Education,63,54,25323,Master's degree,4947,0,0
671,Alastair,Brown,abrownim@bbb.org,Male,4,29,Virginia,Teaching Assistant / Paraprofessional,Leadership & School Improvement,Liberal Arts College,3.52,4,0,Master's Degree,STEM,76,79,34850,High school or below,8525,0,1
672,Ashil,Bottleson,abottlesonin@gmpg.org,Female,30,65,Georgia,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),R2 Research University,3.27,30,0,Master's Degree,Other,49,63,27067,Bachelor's degree,3652,0,2
673,Monty,Hyde-Chambers,mhydechambersio@wiley.com,Female,2,23,Wisconsin,Preservice Teacher / Education Student,Literacy & Language Learning,R2 Research University,3.59,2,1,Bachelor's Degree,Social Sciences,48,69,29107,High school or below,8566,0,0
674,Rickie,Rylance,rrylanceip@google.co.jp,Male,5,28,Texas,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,2.97,5,5,Associate Degree,Social Sciences,45,32,71255,Some college,8679,0,0
675,Ardath,Muehler,amuehleriq@flavors.me,Female,14,38,California,School or District Leader,Edtech & Digital Learning,Private University (Nonselective),3.95,14,11,Bachelor's Degree,Education,57,51,122821,Bachelor's degree,33575,0,2
676,Robin,Fenn,rfennir@wired.com,Female,1,22,Indiana,Education Nonprofit Staff,Arts & Music Education,Regional Public University,2.95,1,0,Master's Degree,Education,54,39,42371,Master's degree,8213,0,0
677,Schuyler,Borres,sborresis@parallels.com,Male,5,39,Indiana,K-12 Classroom Teacher,Inclusive & Special Education,Regional Public University,3.28,5,1,Master's Degree,Education,63,54,51380,Master's degree,12719,0,1
678,Helenelizabeth,Dongate,hdongateit@upenn.edu,Female,8,40,Illinois,Teaching Assistant / Paraprofessional,STEM Education,Regional Public University,3.34,8,4,Bachelor's Degree,STEM,73,75,31349,Bachelor's degree,4310,0,1
679,Constantin,Folder,cfolderiu@blogger.com,Female,28,57,Florida,Instructional Coach,Arts & Music Education,International Institution,3.01,28,19,Bachelor's Degree,Arts & Humanities,70,51,58786,Some college,13162,0,2
680,Daisey,Shippard,dshippardiv@newsvine.com,Female,9,36,Florida,Preservice Teacher / Education Student,Edtech & Digital Learning,Private University (Nonselective),3.36,9,0,Bachelor's Degree,Education,59,58,10159,Doctoral degree,1984,0,0
681,Kristoforo,Chessor,kchessoriw@msn.com,Female,4,27,Oklahoma,After-school / Enrichment Educator,Inclusive & Special Education,R1 Research University,3.6,4,2,Master's Degree,Education,87,81,26260,Bachelor's degree,3594,0,1
682,Michael,Cortez,mcortezix@1und1.de,Male,10,34,Pennsylvania,After-school / Enrichment Educator,AI in Education,R2 Research University,2.94,10,4,Master's Degree,Social Sciences,82,38,39363,Some college,9893,0,1
683,Eugene,McCrystal,emccrystaliy@usa.gov,Female,1,26,South Carolina,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.52,1,1,Bachelor's Degree,Social Sciences,89,62,73235,Some college,18788,0,0
684,Abigael,Stannah,astannahiz@google.com.hk,Female,9,34,Texas,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Community College / 2-Year College,2.64,9,1,Bachelor's Degree,Social Sciences,60,0,66998,Bachelor's degree,12965,0,1
685,Dimitry,Dundon,ddundonj0@jalbum.net,Female,20,49,North Carolina,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),International Institution,2.79,20,1,Bachelor's Degree,Education,35,30,15597,High school or below,2231,1,1
686,Emilee,Behrens,ebehrensj1@ameblo.jp,Male,1,22,Michigan,K-12 Classroom Teacher,STEM Education,Private University (Nonselective),3.34,1,1,Bachelor's Degree,Business,56,63,58368,Bachelor's degree,16392,0,0
687,Farlay,Neicho,fneichoj2@wikipedia.org,Female,32,58,Louisiana,Career Switcher (Non-Education Background),Social-Emotional Learning (SEL),Community College / 2-Year College,3.11,32,0,Doctoral Degree,Business,51,51,40138,Bachelor's degree,4641,0,2
688,Fredericka,Cockerill,fcockerillj3@huffingtonpost.com,Male,33,60,Missouri,Career Switcher (Non-Education Background),Inclusive & Special Education,Community College / 2-Year College,3.01,33,1,Associate Degree,Health / Nursing,54,47,23389,Bachelor's degree,5486,0,2
689,Gladi,Attersoll,gattersollj4@amazon.de,Male,12,39,California,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.55,12,7,Bachelor's Degree,Social Sciences,93,85,72196,Bachelor's degree,20155,0,2
690,Garret,Sly,gslyj5@dailymail.co.uk,Female,22,55,Tennessee,College Student (Non-Education Major),Edtech & Digital Learning,International Institution,2.82,22,1,Bachelor's Degree,Other,47,30,30578,Some college,3734,1,1
